# ----------------------------------------
# Business First Stop - GA4
# Untitled exploration-Free form 1
# 20230505-20260309
# ----------------------------------------

Session default channel group,Direct,Direct,Organic Search,Organic Search,Paid Search,Paid Search,Referral,Referral,Unassigned,Unassigned,Totals,Totals
/njedas-real-estate-incentive-programs-continue-to-bolster-redevelopment-housing-across-nj/,5,5,6,5,0,0,16,15,0,0,28,26
/pages/start,21,20,0,0,2,2,4,4,0,0,27,26
/researchers-at-rutgers-and-tel-aviv-universities-set-to-receive-200000-in-seed-grants-to-further-collaborative-projects/,7,6,22,20,0,0,0,0,0,0,29,26
/starter-kits/school-bus,1,1,14,12,1,1,1,1,12,11,29,25
/tasks/appraiser-license,8,8,7,4,1,1,12,9,5,3,34,23
/about/terry-otoole/,7,6,18,17,0,0,2,2,0,0,27,24
/covid/required-workplace-health-and-safety-standards,14,14,0,0,0,0,0,0,1,1,25,25
/csit-awards-nearly-750000-through-clean-tech-seed-grant-program/,9,8,8,7,0,0,16,10,0,0,33,24
/csit-to-open-two-voucher-programs-to-help-accelerate-rd-statewide/,6,3,22,21,0,0,2,1,0,0,30,25
/es/recent/important-changes-to-property-transfer-fees,25,25,0,0,0,0,0,0,0,0,25,25
/es/recent/leniency-may-be-available-for-first-time-violators-of-some-rules-regulations,15,15,8,7,2,2,1,1,0,0,26,25
/event/18555/,0,0,30,25,0,0,1,0,0,0,31,25
/event/35235/,10,10,7,6,0,0,5,1,0,0,31,25
/family-owned-and-operated-edison-solutions-uses-eda-resources-to-expand-reach-within-global-marketplace-create-jobs-in-new-jersey/,3,3,23,22,0,0,0,0,0,0,26,25
/faqs/does-new-jersey-have-resources-for-commuters-to-find-carpools,23,23,1,1,0,0,1,1,0,0,25,25
/faqs/what-renewable-energy-incentive-programs-are-available-to-new-jersey-businesses,21,21,1,1,0,0,3,3,0,0,25,25
/faqs/what-resources-are-available-for-small-contractors,25,25,0,0,0,0,0,0,0,0,25,25
/faqs/where-can-i-find-information-about-new-jerseys-business-incubator-network,25,24,0,0,0,0,0,0,1,1,26,25
/faqs/who-is-an-employee,20,20,0,0,0,0,5,5,0,0,25,25
/filings/cbt-100_100u,12,12,12,6,0,0,4,4,3,3,31,23
/funding/dep-electric-school-bus,10,10,2,2,7,7,0,0,5,4,26,25
/kalustyan-corporation-establishes-global-headquarters-with-njeda-support/,3,3,22,22,0,0,0,0,0,0,25,25
/license/alcoholism-counselor,20,20,0,0,0,0,4,4,1,1,25,25
/license/auction,12,12,1,1,0,0,12,12,0,0,25,25
/license/balloonport-or-balloonsport,22,22,0,0,0,0,3,3,0,0,25,25
/license/career-consultant-service,25,25,0,0,0,0,0,0,0,0,25,25
/license/certified-residential-appraiser,25,25,0,0,0,0,0,0,0,0,25,25
/license/cigarettes-cigar-distribution-vending-machine-manufacture-representative,24,24,0,0,0,0,0,0,1,1,25,25
/license/credit-union-state-chartered,25,25,0,0,0,0,0,0,0,0,25,25
/license/investment-advisor,25,25,0,0,0,0,0,0,0,0,25,25
/license/modeling-agency,24,24,0,0,0,0,0,0,1,1,25,25
/license/public-accountant,25,25,0,0,0,0,0,0,0,0,25,25
/license/public-utilities,25,25,0,0,0,0,0,0,0,0,25,25
/license/real-estate-branch-office,22,22,0,0,0,0,0,0,3,3,25,25
/license/refrigeration-plant-engineer,22,22,0,0,0,0,0,0,3,3,25,25
/license/respiratory-therapist,25,25,0,0,0,0,0,0,0,0,25,25
/license/telecommunications-wiring,24,24,0,0,0,0,0,0,1,1,25,25
/new-jersey-chapter-of-women-focused-investment-group-announces-first-information-session-and-mentoring-opportunities-for-female-entrepreneurs/,1,1,28,24,0,0,0,0,0,0,29,25
/njeda-celebrates-its-50th-anniversary/,2,2,27,21,0,0,1,1,0,0,31,25
/njeda-issues-rfi-seeking-input-on-green-fund-program-to-help-energy-efficiency-contractors-bridge-financing-gaps/,3,3,22,21,0,0,1,1,0,0,26,25
/notice-of-ccrc-board-meeting-40/,25,22,4,3,0,0,0,0,0,0,29,25
/research-with-nj-portal-gives-entrepreneurs-and-investors-access-to-research-at-new-jerseys-world-class-universities/,2,2,21,17,0,0,1,1,0,0,29,25
/small-business-fund/,23,23,0,0,0,0,2,2,0,0,25,25
/tasks/detective-employees,11,10,2,2,3,2,8,6,4,4,30,24
/tasks/job-listing-service-reg,16,14,4,3,0,0,5,5,3,3,28,24
/tasks/pest-applicator-business-license,18,11,15,9,1,1,10,3,0,0,58,22
/tasks/pharmacy-cds,23,16,5,2,1,1,5,3,3,2,38,22
/tasks/raffle-bingo-games-license,30,14,10,4,0,0,11,6,41,1,92,23
/2024-film-industry-spending-breaks-yet-another-record-in-nj/,5,5,17,16,0,0,2,2,0,0,25,24
/es/recent/apply-for-grants-to-train-your-workers,14,14,5,5,3,3,2,1,1,1,25,24
/es/recent/laundromats-look-for-your-labor-compliance-package,22,22,1,1,0,0,0,0,1,1,24,24
/es/recent/your-construction-firm-may-qualify-for-tuition-free-business-training,10,10,10,10,3,2,0,0,0,0,25,24
/event/njeda-brownfields-redevelopment-incentive-program-information-session/,10,8,5,5,0,0,0,0,0,0,26,24
/event/webinar-resources-for-new-jersey-diners/,5,5,8,6,0,0,3,2,0,0,27,24
/faqs/covid-vaccination-pop-up-qa,20,20,1,1,0,0,1,1,1,1,24,24
/faqs/how-can-i-find-information-about-disaster-recovery,23,23,0,0,0,0,1,1,0,0,24,24
/faqs/what-federal-agencies-grants-and-programs-might-be-relevant-to-my-new-jersey-businesses,24,24,0,0,0,0,0,0,0,0,24,24
/financing_incentives/small_midsize_business/Microbusiness-Loan-Program/,21,19,2,2,0,0,3,2,0,0,27,24
/license/bulk-sales-registration,24,24,0,0,0,0,0,0,0,0,24,24
/license/charter-autobus-interstate,22,22,0,0,0,0,0,0,2,2,24,24
/license/child-care,24,24,0,0,0,0,0,0,0,0,24,24
/license/cosmetology-annex-classroom,24,24,0,0,0,0,0,0,0,0,24,24
/license/food-retail,24,24,0,0,0,0,0,0,0,0,24,24
/license/general-anesthesia-dentistry,24,24,0,0,0,0,0,0,0,0,24,24
/license/health-care-services-firm-renewal,22,22,0,0,0,0,0,0,2,2,24,24
/license/health-club,24,24,0,0,0,0,0,0,0,0,24,24
/license/import-export-business,25,24,0,0,0,0,0,0,0,0,25,24
/license/insurance-premium-finance,24,24,0,0,0,0,0,0,0,0,24,24
/license/pet-groomer,23,23,0,0,0,0,0,0,1,1,24,24
/license/plush-toys,23,23,0,0,0,0,0,0,1,1,24,24
/license/public-mover-warehousemen,23,23,0,0,0,0,0,0,1,1,24,24
/license/school-adult-private,24,24,0,0,0,0,0,0,0,0,24,24
/license/secondary-mortgage-loan-company,23,23,0,0,0,0,0,0,1,1,24,24
/license/sewer-company-public,24,24,0,0,0,0,0,0,0,0,24,24
/license/speech-language-pathologist,23,23,0,0,0,0,0,0,1,1,24,24
/license/stable-employee,24,24,0,0,0,0,0,0,0,0,24,24
/license/swine-garbage-feeding,24,24,0,0,0,0,0,0,0,0,24,24
/license/taxicab-2,24,24,0,0,0,0,0,0,0,0,24,24
/license/transport-ambulance-service,24,24,0,0,0,0,0,0,0,0,24,24
/license/veterinarian,24,24,0,0,0,0,0,0,0,0,24,24
/micro-business-loan-program/,21,21,0,0,0,0,2,2,0,0,24,24
/njeda-announces-over-400k-in-asset-activation-planning-grants-launches-phase-ii-of-redevelopment-grant-program/,6,5,15,14,0,0,2,2,0,0,26,24
/njeda-seeks-investment-managers-to-manage-four-distinct-funds/,12,9,17,11,0,0,7,3,0,0,37,24
/pages/exportinghttps:/business.nj.gov,0,0,0,0,0,0,0,0,0,0,28,24
/recent/ida,23,13,1,1,0,0,11,10,0,0,35,23
/recent/new-rules-for-reporting-who-owns-your-business),28,24,0,0,0,0,0,0,0,0,28,24
/small-business-development-centers-will-team-with-business-action-center/,23,18,1,1,0,0,4,4,0,0,29,23
/starter-kits/massage-therapy,3,3,21,18,0,0,2,1,6,2,32,24
/tasks/land-surveyor-license,7,7,8,7,4,4,8,6,0,0,27,23
/YnJvd25maW/,23,23,0,0,0,0,0,0,0,0,23,23
/aGlzdG9yaW/,23,23,0,0,0,0,0,0,0,0,23,23
/actions/rmw-generator-registration-operating,12,11,5,5,0,0,16,6,1,1,34,23
/b2s/,4,4,18,17,0,0,2,2,0,0,24,23
/covid/eligibility-for-sustain-and-serve,10,9,0,0,0,0,5,5,1,1,24,23
/es/funding/dep-vehicle-charging,10,10,11,9,0,0,3,3,1,1,25,23
/es/funding/small-business-improvement-grant,14,14,8,7,0,0,2,2,0,0,24,23
/es/impactreport,22,22,0,0,0,0,1,1,0,0,23,23
/es/recent/access-capital-for-clean-energy-projects,14,14,8,8,1,1,0,0,0,0,23,23
/es/recent/developers-may-now-contract-with-private-inspectors-after-72-hour-window,13,13,6,6,1,1,3,2,1,1,24,23
/es/recent/discrimination-protections-apply-to-all-remote-workers,20,20,4,3,0,0,0,0,0,0,24,23
/es/recent/funding-opportunities-for-faith-based-and-community-organizations,6,5,11,11,0,0,4,3,0,0,25,23
/es/recent/grow-your-workforce-with-stem-loan-redemption,18,18,0,0,2,2,1,1,2,2,23,23
/es/recent/modernize-your-vehicle-fleet-with-help-from-nj-zip,18,18,2,2,2,2,0,0,1,1,23,23
/es/recent/purchase-discounted-tax-credits-to-support-food-security,20,20,1,1,0,0,0,0,2,2,22,22
/es/starter-kits/more-kits-comings-soon,20,20,1,1,0,0,2,2,0,0,23,23
/es/starter-kits/real-estate-investor,15,15,8,7,1,1,0,0,0,0,24,23
/es/trucking,23,23,0,0,0,0,0,0,0,0,23,23
/event/in-person-route-80-business-assistance-grant-informational/,10,10,13,12,0,0,0,0,0,0,24,22
/event/virtual-office-hours-for-njedas-innovation-programs-3/,6,6,17,17,0,0,0,0,0,0,23,23
/faqs/what-energy-efficiency-incentive-programs-are-available-to-new-jersey-businesses,22,22,0,0,0,0,0,0,1,1,23,23
/faqs/what-types-of-business-loans-can-i-apply-for,23,23,0,0,0,0,0,0,0,0,23,23
/faqs/where-can-my-business-find-contracting-opportunities-with-the-federal-government,26,22,0,0,0,0,0,0,1,1,27,23
/filings/cbt-100s-final,18,14,6,5,3,2,4,1,1,1,32,23
/funding/YTTW,24,22,0,0,0,0,0,0,0,0,25,23
/governor-murphy-announces-teva-pharmaceuticals-to-locate-us-headquarters-in-new-jersey/,2,2,22,21,0,0,0,0,0,0,24,23
/la-njeda-anuncia-lanzamiento-de-un-nuevo-programa-de-subsidios-para-empresarios-de-cannabis/,1,1,27,22,0,0,0,0,0,0,28,23
/license/alcohol-beverage-bulk-sale-bsp,23,23,0,0,0,0,0,0,0,0,23,23
/license/auto-body-repair-facility-if-spray-painting,23,23,0,0,0,0,0,0,0,0,23,23
/license/bank-savings-commercial,19,19,0,0,0,0,4,4,0,0,23,23
/license/builder-new-homes,23,23,0,0,0,0,0,0,0,0,23,23
/license/car-dealer,22,22,0,0,0,0,0,0,1,1,23,23
/license/certified-transcriber,23,23,0,0,0,0,0,0,0,0,23,23
/license/drugs-distributed-to-other-counties,23,23,0,0,0,0,0,0,0,0,23,23
/license/engineer-professional,23,23,0,0,0,0,0,0,0,0,23,23
/license/forklift,22,22,1,1,0,0,0,0,0,0,23,23
/license/hay-dealer,23,23,0,0,0,0,0,0,0,0,23,23
/license/health-benefit,23,23,0,0,0,0,0,0,0,0,23,23
/license/home-improvement-contractor,23,23,1,0,0,0,0,0,0,0,24,23
/license/hotel-multiple-dwelling,23,23,0,0,0,0,0,0,0,0,23,23
/license/medical-billing,23,23,0,0,0,0,0,0,0,0,23,23
/license/milk-vending-machine,23,23,0,0,0,0,0,0,0,0,23,23
/license/nurse,23,23,0,0,0,0,0,0,0,0,23,23
/license/public-accounting-group,23,23,0,0,0,0,0,0,0,0,23,23
/license/real-estate-appraiser,23,23,0,0,0,0,0,0,0,0,23,23
/license/sea-harbor-pilots,21,21,0,0,0,0,0,0,2,2,23,23
/license/securities,23,23,0,0,0,0,0,0,0,0,23,23
/license/summer-camp,23,23,0,0,0,0,0,0,0,0,23,23
/license/ticket-reseller,23,23,0,0,0,0,0,0,0,0,23,23
/license/warehousemen,23,23,0,0,0,0,0,0,0,0,23,23
/license/well-driller,23,23,0,0,0,0,0,0,0,0,23,23
/nj-aspire-program-sample-application-1-81-22/,8,7,16,14,0,0,4,2,0,0,28,23
/njeda-awards-first-studio-partner-designation-to-lions-gate-films-inc/,17,13,11,7,0,0,3,3,0,0,31,23
/njeda-board-approves-10m-in-gap-financing-to-support-real-estate-projects-across-nj/,14,13,8,7,0,0,0,0,0,0,25,23
/njeda-board-approves-rowan-college-of-south-jersey-for-wind-turbine-tech-training-challenge-grant/,7,7,17,15,0,0,1,1,0,0,25,23
/njeda-names-sean-kennedy-as-new-chief-of-staff-chief-external-affairs-officer/,5,4,21,19,0,0,0,0,0,0,26,23
/paramount-designated-as-studio-partner-by-njeda-board/,4,3,14,12,0,0,1,1,0,0,26,23
/recent/return-earn,23,23,0,0,0,0,0,0,0,0,23,23
/tasks/electrologist-license,18,14,8,3,0,0,8,6,0,0,34,18
/tasks/electrologist-office-license,24,15,8,2,0,0,8,6,0,0,40,20
/​investor-emil-c-herkert-channels-decades-of-experience-into-shaping-the-next-generation-of-new-jersey-entrepreneurs/,1,1,26,22,0,0,0,0,0,0,27,23
/​works-created-by-mercer-county-artists-installed-in-new-department-of-health-building/,5,5,18,18,0,0,0,0,0,0,23,23
/AI-Challenge/,25,13,16,8,0,0,0,0,0,0,42,21
/author/alberto/,0,0,26,21,0,0,0,0,1,1,27,22
/commercialization-center-for-innovative-technologies-receives-international-honor/,1,1,22,21,0,0,0,0,0,0,23,22
/es/funding/bond-financing,9,9,13,12,0,0,0,0,1,1,23,22
/es/funding/main-st-micro,12,12,7,7,0,0,2,1,1,1,23,22
/es/funding/offshore-wind-tax-credit-program,19,19,3,3,0,0,0,0,0,0,22,22
/es/pages/plastic-ban-law,15,15,6,6,0,0,0,0,1,1,22,22
/es/recent/employers-please-stay-off-the-wall,11,11,5,5,4,4,2,2,0,0,22,22
/es/recent/green-energy-projects-available,18,18,3,3,0,0,0,0,1,1,22,22
/es/recent/refresher-sick-leave-and-overtime-laws,11,11,6,6,1,1,5,4,0,0,23,22
/event/aspire-rules-iii-eo63-listening-session/,7,7,21,12,0,0,1,1,0,0,33,22
/event/info-session-film-and-digital-media-tax-credit-certifications-for-cpa-firms/,10,9,2,2,0,0,0,0,0,0,26,22
/family-owned-cleantex-expands-in-irvington-and-trenton/,1,1,22,21,0,0,0,0,0,0,23,22
/faqs/can-my-business-get-a-property-tax-abatement,21,21,0,0,0,0,0,0,1,1,22,22
/faqs/how-can-i-recruit-qualified-employees-to-my-business,22,22,0,0,0,0,0,0,0,0,22,22
/faqs/how-can-my-business-bid-on-projects-with-the-state-of-new-jersey,22,22,0,0,0,0,0,0,0,0,22,22
/faqs/what-are-alternatives-to-financing-my-business-by-borrowing-money-from-a-bank,22,22,0,0,0,0,0,0,0,0,22,22
/faqs/what-is-the-brownfields-redevelopment-task-force,22,22,0,0,0,0,0,0,0,0,22,22
/free-workshops-to-familiarize-aspiring-existing-business-owners-with-entrepreneurial-training-small-business-financing/,2,2,21,20,0,0,0,0,0,0,23,22
/funding/hazardous-discharge-site-remediation-fund,6,6,3,3,6,6,5,5,0,0,22,22
/funding/njdol-on-the-job-training-program,3,3,7,7,3,3,0,0,8,8,22,22
/funding/salem-county-energy,12,12,10,10,0,0,0,0,0,0,22,21
/grow/contract-state,19,19,0,0,1,1,3,2,0,0,23,22
/incubator/incubator-admission/,6,5,13,12,0,0,5,4,1,1,25,22
/labor,20,20,2,2,0,0,0,0,0,0,22,22
/license/accountant-certified-public,22,22,0,0,0,0,0,0,0,0,22,22
/license/acupuncture-license,21,21,0,0,0,0,1,1,0,0,22,22
/license/acupuncturist,22,22,0,0,0,0,0,0,0,0,22,22
/license/advisor-investment,21,21,0,0,0,0,0,0,1,1,22,22
/license/ambulatory-care-facility,19,19,4,3,0,0,0,0,0,0,23,22
/license/apiary-bee-hive,17,17,0,0,0,0,5,5,0,0,22,22
/license/bingo,20,20,0,0,0,0,2,2,0,0,22,22
/license/chiropractor,22,22,0,0,0,0,0,0,0,0,22,22
/license/county-park-ranger,20,20,0,0,0,0,0,0,2,2,22,22
/license/electroplating,22,22,0,0,0,0,0,0,0,0,22,22
/license/firearms-retail-wholesale-and-manufacture,22,22,0,0,0,0,0,0,0,0,22,22
/license/food-warehouse,22,22,0,0,0,0,0,0,0,0,22,22
/license/health-care-services-firm-license,22,22,0,0,0,0,0,0,0,0,22,22
/license/inspector-electrical-ucc,22,22,0,0,0,0,0,0,0,0,22,22
/license/inspector-ucc,22,22,0,0,0,0,0,0,0,0,22,22
/license/land-surveyor-license,21,21,0,0,0,0,0,0,1,1,22,22
/license/pump-installer-2,22,22,0,0,0,0,0,0,0,0,22,22
/license/sludge-hauling,21,21,0,0,0,0,0,0,1,1,22,22
/license/teacher-of-allied-health-occupations,22,22,0,0,0,0,0,0,0,0,22,22
/license/teacher-of-data-processing,22,22,0,0,0,0,0,0,0,0,22,22
/license/theatrical-agent,22,22,0,0,0,0,0,0,0,0,22,22
/license/vegetable-stand,21,21,0,0,0,0,0,0,1,1,22,22
/new-jersey-small-and-micro-business-ppe-access-program-phase-2/,3,3,21,18,0,0,1,1,0,0,25,22
/nj-golden-seeds-and-rutgers-university-partner-for-angel-investing-forum/,2,2,20,19,0,0,1,1,0,0,23,22
/njcovestfund/,4,4,24,18,0,0,0,0,0,0,28,22
/njeda-accepting-applications-for-phase-2-of-new-jersey-green-workforce-training-grant-challenge/,10,8,5,2,0,0,20,11,0,0,36,22
/njeda-launches-new-jersey-opportunity-zone-marketplace/,3,3,17,17,0,0,2,2,0,0,22,22
/njeda-to-open-applications-for-2024-nol-program/,8,8,13,13,0,0,1,1,0,0,22,22
/realogy-announces-future-headquarters-location/,1,1,19,19,0,0,0,0,1,0,23,22
/recent/shape-the-development-of-a-potential-clean-hydrogen-demonstration-program,4,4,14,13,3,3,0,0,1,1,23,22
/starter-kits/architecture,15,9,12,12,0,0,0,0,0,0,28,21
/starter-kits/general,59,15,3,2,0,0,1,1,5,2,71,19
/tasks/register-for-ein,14,14,4,4,0,0,3,3,1,1,22,22
/tasks/social-affair,7,7,4,4,3,3,7,7,0,0,22,22
/OET/Offshore_Wind/WIND-Institute,21,21,0,0,0,0,0,0,0,0,21,21
/clean-tech-research-and-development-rd-voucher-program-round-2/,21,17,1,1,0,0,0,0,0,0,26,21
/csit-awards-1-275-million-to-17-new-jersey-startups-focused-on-supporting-maternal-infant-health/,3,2,9,8,0,0,5,3,0,0,26,20
/csit-to-open-maternal-and-infant-health-rd-seed-grant-program-applications-on-july-1/,3,2,18,15,0,0,6,4,0,0,27,21
/en/pages/limited-liability-company-llc,3,3,18,17,0,0,1,1,0,0,22,21
/es/municipality-playbook,20,19,2,2,0,0,0,0,0,0,22,21
/es/recent/apply-for-grants-to-redevelop-underutilized-public-property,14,13,5,5,1,1,1,1,1,1,22,21
/es/recent/small-businesses-can-access-environmental-records-online,15,15,0,0,0,0,1,1,0,0,21,21
/event/free-online-business-training-foundation-2-blade/,10,10,14,11,0,0,0,0,0,0,24,21
/event/new-jersey-green-workforce-training-grant-challenge-phase-2-webinar/,5,5,2,2,0,0,1,1,0,0,26,21
/faqs/how-do-i-pursue-federal-contracting-opportunities-as-a-small-business,20,20,0,0,0,0,0,0,1,1,21,21
/faqs/what-if-i-disagree-with-a-determination-made-or-billing-sent-by-the-division-of-taxation,21,21,0,0,0,0,0,0,0,0,21,21
/faqs/what-resources-are-available-to-help-agricultural-companies-export-goods,21,21,0,0,0,0,0,0,0,0,21,21
/faqs/what-resources-are-available-to-new-jersey-businesses-interested-in-international-trade,20,20,0,0,0,0,1,1,0,0,21,21
/faqs/what-support-networks-are-available-to-women-entrepreneurs,21,21,0,0,0,0,0,0,0,0,21,21
/letter-of-support-csit/,8,7,27,12,0,0,2,2,0,0,37,21
/license/asbestos-certification-of-training-agencies-or-worker-supervisor,21,21,0,0,0,0,0,0,0,0,21,21
/license/bail-bondsman,21,21,0,0,0,0,0,0,0,0,21,21
/license/bartending-school,21,21,0,0,0,0,0,0,0,0,21,21
/license/building-inspector-or-sub-code-official-ucc,21,21,0,0,0,0,0,0,0,0,21,21
/license/electric-company-public,21,21,0,0,0,0,0,0,0,0,21,21
/license/electrolysis-business,21,21,0,0,0,0,0,0,0,0,21,21
/license/fire-suppression-system-installer,21,21,0,0,0,0,0,0,0,0,21,21
/license/legislative-agent,21,21,0,0,0,0,0,0,0,0,21,21
/license/nursery,21,21,0,0,0,0,0,0,0,0,21,21
/license/paramedic,21,21,0,0,0,0,0,0,0,0,21,21
/license/physician-assistant,21,21,0,0,0,0,0,0,0,0,21,21
/license/rooming-house,21,21,0,0,0,0,0,0,0,0,21,21
/media-inquiry/,13,12,11,8,0,0,1,1,0,0,25,21
/navigator).nnWould,21,21,0,0,0,0,0,0,0,0,21,21
/njeda-issues-request-for-information-on-film-and-digital-media-production-industry-workforce-development/,11,8,6,6,0,0,5,4,0,0,25,20
/notice-of-njeda-board-meeting-09-11-2024/,14,12,8,7,0,0,1,1,0,0,25,21
/pages/business-entity-search,8,8,0,0,0,0,15,13,0,0,23,21
/pages/name-search,13,11,0,0,1,1,9,9,0,0,23,21
/ptc-therapeutics-move-to-bristol-myers-squibb-campus-showcases-new-jerseys-collaborative-ecosystem/,4,4,18,17,0,0,0,0,0,0,22,21
/recent/apply-to-sell-recreational-cannabis-in-new-jersey,20,20,0,0,0,0,0,0,0,0,21,21
/recent/new-environmental-justice-rules,10,10,11,8,0,0,1,1,0,0,24,21
/register,9,9,5,3,3,3,4,4,1,1,23,21
/retail-fuel-stations-statewide-now-eligible-for-funding-for-back-up-power/,0,0,22,20,0,0,0,0,1,1,22,20
/spotlight-on-executive-in-residence-jean-merrill/,1,1,21,20,0,0,0,0,0,0,22,21
/starter-kits/petcare,1,1,9,8,0,0,6,6,7,6,23,21
/starter-kits/travel-agent,1,1,18,17,0,0,2,2,1,1,22,21
/wineries/,7,7,12,11,0,0,1,1,1,1,22,21
/ROUTE-80-BUSINESS-ASSISTANCE-GRANT-PROGRAM/,19,15,6,5,0,0,0,0,0,0,25,20
/author/jtrinidad/,3,3,17,16,0,0,0,0,1,1,21,20
/business-name-search,16,14,0,0,0,0,6,6,0,0,22,20
/covid/en,7,7,0,0,0,0,14,13,0,0,21,20
/covid/en/articles/3820777-which-businesses-may-be-open-and-what-guidelines-must-be-followed,21,20,0,0,0,0,0,0,0,0,21,20
/es/archived/topics,15,15,4,4,0,0,1,1,0,0,20,20
/es/category/grow,5,5,14,11,0,0,4,4,0,0,23,20
/es/funding/direct-loans,11,11,6,6,0,0,2,2,0,0,20,20
/es/recent/banking-and-financial-business-corporations-form-bfc-1-is-being-replaced,19,19,1,1,0,0,0,0,0,0,20,20
/faqs/how-do-i-file-uniform-commercial-code-ucc-financing-statements,20,20,0,0,0,0,0,0,0,0,20,20
/faqs/how-do-i-get-certified-as-a-veteran-owned-business-vob-or-disabled-veteran-owned-business-dvob,9,9,9,5,1,1,5,4,0,0,25,20
/faqs/why-has-my-business-status-been-revoked,20,20,0,0,0,0,0,0,0,0,20,20
/large_business/economic_redevelopment_growth/,3,3,0,0,0,0,19,17,0,0,22,20
/license/accountant-certified-municipal,19,19,0,0,0,0,1,1,0,0,20,20
/license/advertising-regular,10,10,1,1,1,1,8,8,0,0,20,20
/license/alcoholism-treatment-center-residential,20,20,0,0,0,0,0,0,0,0,20,20
/license/animal-shelter-cds,18,18,1,1,0,0,0,0,1,1,20,19
/license/arson-investigation,20,20,0,0,0,0,0,0,0,0,20,20
/license/asbestos-removal-contractor-or-company,20,20,0,0,0,0,0,0,0,0,20,20
/license/auto-body-repair-license,20,20,0,0,0,0,0,0,0,0,20,20
/license/business-education,20,20,0,0,0,0,0,0,0,0,20,20
/license/casino-key-employee,20,20,0,0,0,0,0,0,0,0,20,20
/license/check-casher,20,20,0,0,0,0,0,0,0,0,20,20
/license/crane-crane-operator-long-boom-over-99,20,20,0,0,0,0,0,0,0,0,20,20
/license/dental-assistant,20,20,0,0,0,0,0,0,0,0,20,20
/license/fishing-commercial-salt-water,19,19,0,0,0,0,0,0,1,1,20,20
/license/money-order-seller,19,20,0,0,0,0,0,0,0,0,19,20
/license/notary-public,19,19,0,0,0,0,0,0,1,1,20,20
/license/oil-distribution-company-public,20,20,0,0,0,0,0,0,0,0,20,20
/license/pharmacy-license,20,20,0,0,0,0,0,0,0,0,20,20
/license/physical-therapist,20,20,0,0,0,0,0,0,0,0,20,20
/license/police,20,20,0,0,0,0,0,0,0,0,20,20
/license/school-bus-school-bus-driver,19,19,0,0,0,0,0,0,1,1,20,20
/license/social-worker-licensed,20,20,0,0,0,0,0,0,0,0,20,20
/license/teacher-of-military-science,20,20,0,0,0,0,0,0,0,0,20,20
/mgmt,16,13,4,4,0,0,5,3,0,0,25,19
/njeda-now-accepting-applications-for-aspire-development-tax-credit-program/,4,4,16,15,0,0,1,1,0,0,21,20
/njeda-seeking-service-providers-for-trenton-based-maternal-and-infant-health-innovation-center/,0,0,16,14,0,0,5,5,0,0,22,20
/njeda-seeks-information-to-support-commercial-building-decarbonization-projects/,10,10,1,1,0,0,0,0,0,0,20,20
/njeda-set-to-open-small-business-lease-grant-program-applications-on-october-20th/,10,10,11,10,0,0,0,0,0,0,21,20
/njeda-to-launch-cannabis-equity-grant-program-application-on-4-20/,8,8,9,9,0,0,3,3,0,0,20,20
/pre-registration-for-njeda-emergency-assistance-loan-program-phase-2-opens-july-20/,5,3,15,14,0,0,0,0,0,0,23,20
/public_information_old/proposed-new-rules-amendments/,11,6,13,12,0,0,1,1,0,0,26,19
/roadmap,25,13,2,2,2,2,3,3,0,0,32,19
/staging.navigator.business.nj.gov/,12,10,1,1,0,0,9,4,6,5,28,19
/tasks/residential-health-care-facility-license,11,8,14,6,2,2,7,3,1,1,35,18
/workfromhome/,21,18,2,2,0,0,0,0,0,0,23,20
/​star-supplies-maintenance-expands-in-new-jersey-with-njeda-support/,4,4,15,15,0,0,1,1,0,0,20,20
/20000-businesses-have-received-njeda-covid-19-relief/,2,2,18,17,0,0,0,0,0,0,20,19
/about/Public-Information/Coronavirus-Information/,20,19,0,0,0,0,0,0,0,0,20,19
/about/Public-Information/Inactive-EDA-Programs/Urban-Transit-Hub-Tax-Credit-Program/,19,19,0,0,0,0,0,0,0,0,19,19
/actions/smoke-detector-certificate,6,6,4,4,5,5,3,3,0,0,19,18
/content.navigator.business.nj.gov/,9,8,11,1,0,0,15,3,7,7,42,16
/eda-mourns-the-passing-of-its-former-ceo-caren-franzini/,1,1,19,18,0,0,0,0,0,0,20,19
/emerge-expression-of-interest-form/,13,12,5,5,0,0,2,2,0,0,20,19
/es/,19,19,0,0,0,0,0,0,0,0,19,19
/es/funding/nj-zero-emission-incentive-program-njzip,14,14,5,5,0,0,0,0,0,0,19,19
/es/funding/the-federal-bonding-program-assurance-for-hiring-risk-workers,15,15,1,1,1,1,1,1,0,0,19,19
/es/license/real-estate-instructor,19,19,0,0,0,0,0,0,0,0,19,19
/es/recent/corporate-transit-fee-now-in-effect,17,17,1,1,1,1,0,0,0,0,19,19
/es/recent/healthcare-education-and-construction-employers-can-get-up-to-12-000-per-apprentice,7,6,2,2,0,0,3,3,0,0,20,19
/event/child-care-facility-improvement-program-njeda-funding-information-session/,6,5,12,12,0,0,8,2,0,0,26,19
/event/in-person-njeda-resource-fair-show-me-the-resources/,4,4,19,15,0,0,0,0,0,0,23,19
/faqs/how-can-i-create-an-open-source-copy-of-this-business-nj-gov,19,19,0,0,0,0,0,0,0,0,19,19
/faqs/how-much-money-should-i-borrow,19,19,0,0,0,0,0,0,0,0,19,19
